year,month,day,hour,minute,filename
2021,01,08,06,30,3IMERG.20210108-S063000-E065959.0390.V06B.nc
2021,01,08,07,00,3IMERG.20210108-S070000-E072959.0420.V06B.nc
2021,01,08,07,30,3IMERG.20210108-S073000-E075959.0450.V06B.nc
2021,01,08,08,00,3IMERG.20210108-S080000-E082959.0480.V06B.nc
2021,01,08,08,30,3IMERG.20210108-S083000-E085959.0510.V06B.nc
2021,01,08,09,00,3IMERG.20210108-S090000-E092959.0540.V06B.nc
2021,01,08,09,30,3IMERG.20210108-S093000-E095959.0570.V06B.nc
2021,01,08,10,00,3IMERG.20210108-S100000-E102959.0600.V06B.nc
2021,01,08,10,30,3IMERG.20210108-S103000-E105959.0630.V06B.nc
2021,01,08,11,00,3IMERG.20210108-S110000-E112959.0660.V06B.nc
2021,01,08,11,30,3IMERG.20210108-S113000-E115959.0690.V06B.nc
2021,01,08,12,00,3IMERG.20210108-S120000-E122959.0720.V06B.nc
2021,01,08,12,30,3IMERG.20210108-S123000-E125959.0750.V06B.nc
2021,01,08,13,00,3IMERG.20210108-S130000-E132959.0780.V06B.nc
2021,01,08,13,30,3IMERG.20210108-S133000-E135959.0810.V06B.nc
2021,01,08,14,00,3IMERG.20210108-S140000-E142959.0840.V06B.nc
2021,01,08,14,30,3IMERG.20210108-S143000-E145959.0870.V06B.nc
2021,01,08,15,00,3IMERG.20210108-S150000-E152959.0900.V06B.nc
2021,01,08,15,30,3IMERG.20210108-S153000-E155959.0930.V06B.nc
2021,01,08,16,00,3IMERG.20210108-S160000-E162959.0960.V06B.nc
2021,01,08,16,30,3IMERG.20210108-S163000-E165959.0990.V06B.nc
2021,01,08,17,00,3IMERG.20210108-S170000-E172959.1020.V06B.nc
2021,01,08,17,30,3IMERG.20210108-S173000-E175959.1050.V06B.nc
2021,01,08,18,00,3IMERG.20210108-S180000-E182959.1080.V06B.nc
2021,01,08,18,30,3IMERG.20210108-S183000-E185959.1110.V06B.nc
2021,01,08,19,00,3IMERG.20210108-S190000-E192959.1140.V06B.nc
2021,01,08,19,30,3IMERG.20210108-S193000-E195959.1170.V06B.nc
2021,01,08,20,00,3IMERG.20210108-S200000-E202959.1200.V06B.nc
2021,01,08,20,30,3IMERG.20210108-S203000-E205959.1230.V06B.nc
2021,01,08,21,00,3IMERG.20210108-S210000-E212959.1260.V06B.nc
2021,01,08,21,30,3IMERG.20210108-S213000-E215959.1290.V06B.nc
2021,01,08,22,00,3IMERG.20210108-S220000-E222959.1320.V06B.nc
2021,01,08,22,30,3IMERG.20210108-S223000-E225959.1350.V06B.nc
2021,01,08,23,00,3IMERG.20210108-S230000-E232959.1380.V06B.nc
2021,01,08,23,30,3IMERG.20210108-S233000-E235959.1410.V06B.nc
